customerID,Recency,Frequency,Monetary,RFMGroup,segment,activity,actionableTip
13017.0,7,1,260.2040816326531,511.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13018.0,16,458,9282.780612244896,444.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
13021.0,4,131,3337.2193877551017,533.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13023.0,64,40,879.9744897959183,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13026.0,1,40,1244.0816326530612,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13027.0,113,26,8816.326530612247,214.0,At Risk,Spent big money and purchased often. But long time ago. Need to bring them back!,"Send personalized emails to reconnect offer renewals, provide helpful resources."
13028.0,22,45,843.5204081632653,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13029.0,30,10,1591.198979591837,412.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13030.0,11,35,446.53061224489795,511.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13032.0,52,71,1288.4948979591834,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13033.0,357,11,243.04846938775512,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13034.0,54,26,608.3035714285713,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13035.0,73,26,1143.7244897959183,212.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13037.0,138,48,1123.8137755102039,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13038.0,80,28,1158.75,212.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13040.0,8,43,863.5076530612245,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13043.0,273,13,658.6989795918366,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13044.0,291,33,714.8852040816327,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13045.0,99,18,389.3877551020407,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13046.0,30,35,802.6913265306122,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13047.0,31,153,3628.073979591837,433.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13048.0,14,135,2320.6760204081634,432.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13049.0,64,14,837.6020408163265,312.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13050.0,14,380,6924.107142857143,444.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
13052.0,212,18,444.0688775510204,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13055.0,78,76,1548.9923469387754,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13058.0,24,8,346.17346938775506,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13059.0,249,8,233.92857142857144,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13060.0,253,15,392.25765306122446,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13061.0,72,10,317.1045918367347,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13062.0,191,11,442.5765306122448,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13064.0,12,68,1410.191326530612,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13066.0,24,47,549.6173469387754,421.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13067.0,82,15,147.2704081632653,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13068.0,10,2,438.7755102040816,511.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13069.0,0,349,4473.941326530612,543.0,Loyal,Spend good money with us often. Responsive to promotions.,Upsell higher value products. Ask for reviews. Engage them.
13070.0,192,9,291.8367346938776,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13072.0,266,7,225.9566326530612,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13075.0,129,22,1172.9719387755104,212.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13077.0,1,97,528.4438775510204,521.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13078.0,3,341,15364.170918367348,544.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
13079.0,4,6,280.73979591836735,511.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13080.0,179,6,74.08163265306123,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13081.0,11,947,33060.39540816326,555.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
13082.0,126,73,4609.22193877551,223.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13083.0,4,18,387.4362244897959,511.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13085.0,157,17,408.26530612244903,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13089.0,2,1771,70252.6275510204,555.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
13090.0,8,148,10098.75,534.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13091.0,28,21,441.09693877551024,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13092.0,70,24,586.5178571428571,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13093.0,275,146,8970.752551020409,134.0,Cannot Lose Them,"Made biggest purchases, and often. But haven't returned for a long time.","Win them back via renewals or newer products, don't lose them to competition, talk to them."
13094.0,21,10,1161.4285714285713,412.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13095.0,70,6,94.89795918367346,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13097.0,32,420,7640.905612244898,344.0,Loyal,Spend good money with us often. Responsive to promotions.,Upsell higher value products. Ask for reviews. Engage them.
13098.0,1,572,36839.84693877551,545.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
13099.0,99,1,264.48979591836735,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
13101.0,234,8,129.06887755102042,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
13102.0,1,300,8086.466836734693,534.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
13103.0,39,8,311.1479591836735,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
13104.0,3,20,1401.1224489795918,512.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
13106.0,133,1,97.57653061224491,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
